t_l,t_h,speedup,ia_risk,copy_risk,delta_miou_ia,delta_accuracy_ia,delta_miou_copy,delta_accuracy_copy,valid
0.41,0.56,1.908493580124485,0.29956404281862464,0.2953388333094932,0.0038308124999999996,-0.028785812499999997,0.012547619047619045,-0.0025202380952380923,True
0.41,0.58,1.8393436267485488,0.29956404281862464,0.29309270773623586,0.0038308124999999996,-0.028785812499999997,0.016588311688311687,-0.006153246753246753,True
0.25,0.25,2.6963350788263836,1.0,0.2704804321189649,,,0.006052799999999997,-0.007640799999999999,False
0.25,0.26,2.6963350788263836,1.0,0.2704804321189649,,,0.006052799999999997,-0.007640799999999999,False
0.26,0.26,2.6963350788263836,1.0,0.2704804321189649,,,0.006052799999999997,-0.007640799999999999,False
0.25,0.28,2.676029979757085,1.0,0.2639856021833127,-0.034883,0.106618,0.0063903225806451625,-0.009741129032258064,False
0.25,0.27,2.676029979757085,1.0,0.2639856021833127,-0.034883,0.106618,0.0063903225806451625,-0.009741129032258064,False
0.25,0.3,2.676029979757085,1.0,0.2639856021833127,-0.034883,0.106618,0.0063903225806451625,-0.009741129032258064,False
0.25,0.31,2.676029979757085,1.0,0.2639856021833127,-0.034883,0.106618,0.0063903225806451625,-0.009741129032258064,False
0.26,0.27,2.676029979757085,1.0,0.2639856021833127,-0.034883,0.106618,0.0063903225806451625,-0.009741129032258064,False
0.25,0.29,2.676029979757085,1.0,0.2639856021833127,-0.034883,0.106618,0.0063903225806451625,-0.009741129032258064,False
0.26,0.31,2.676029979757085,1.0,0.2639856021833127,-0.034883,0.106618,0.0063903225806451625,-0.009741129032258064,False
0.26,0.3,2.676029979757085,1.0,0.2639856021833127,-0.034883,0.106618,0.0063903225806451625,-0.009741129032258064,False
0.26,0.29,2.676029979757085,1.0,0.2639856021833127,-0.034883,0.106618,0.0063903225806451625,-0.009741129032258064,False
0.26,0.28,2.676029979757085,1.0,0.2639856021833127,-0.034883,0.106618,0.0063903225806451625,-0.009741129032258064,False
0.25,0.38,2.560343976551597,0.9791483623609768,0.2678783255885271,-0.002115999999999999,0.1536688,0.00653050847457627,-0.006530508474576269,False
0.25,0.37,2.560343976551597,0.9791483623609768,0.2678783255885271,-0.002115999999999999,0.1536688,0.00653050847457627,-0.006530508474576269,False
0.26,0.38,2.560343976551597,0.9791483623609768,0.2678783255885271,-0.002115999999999999,0.1536688,0.00653050847457627,-0.006530508474576269,False
0.26,0.37,2.560343976551597,0.9791483623609768,0.2678783255885271,-0.002115999999999999,0.1536688,0.00653050847457627,-0.006530508474576269,False
0.29,0.38,2.5458804233857397,0.9740037464252967,0.2678783255885271,0.00607575,0.1654315,0.00653050847457627,-0.006530508474576269,False
0.29,0.37,2.5458804233857397,0.9740037464252967,0.2678783255885271,0.00607575,0.1654315,0.00653050847457627,-0.006530508474576269,False
0.28,0.37,2.5458804233857397,0.9740037464252967,0.2678783255885271,0.00607575,0.1654315,0.00653050847457627,-0.006530508474576269,False
0.28,0.38,2.5458804233857397,0.9740037464252967,0.2678783255885271,0.00607575,0.1654315,0.00653050847457627,-0.006530508474576269,False
0.27,0.37,2.5458804233857397,0.9740037464252967,0.2678783255885271,0.00607575,0.1654315,0.00653050847457627,-0.006530508474576269,False
0.27,0.38,2.5458804233857397,0.9740037464252967,0.2678783255885271,0.00607575,0.1654315,0.00653050847457627,-0.006530508474576269,False
0.3,0.37,2.5458804233857397,0.9740037464252967,0.2678783255885271,0.00607575,0.1654315,0.00653050847457627,-0.006530508474576269,False
0.3,0.38,2.5458804233857397,0.9740037464252967,0.2678783255885271,0.00607575,0.1654315,0.00653050847457627,-0.006530508474576269,False
0.31,0.38,2.5458804233857397,0.9740037464252967,0.2678783255885271,0.00607575,0.1654315,0.00653050847457627,-0.006530508474576269,False
0.31,0.37,2.5458804233857397,0.9740037464252967,0.2678783255885271,0.00607575,0.1654315,0.00653050847457627,-0.006530508474576269,False
0.32,0.38,2.517438073644167,0.9486832980505138,0.2678783255885271,0.008767500000000001,0.0993105,0.00653050847457627,-0.006530508474576269,False
0.32,0.37,2.517438073644167,0.9486832980505138,0.2678783255885271,0.008767500000000001,0.0993105,0.00653050847457627,-0.006530508474576269,False
0.26,0.41,2.3882674793047958,0.8124377033526619,0.29170159339074564,0.0140187,0.0700882,0.007568518518518519,-0.0007694444444444435,False
0.25,0.41,2.3882674793047958,0.8124377033526619,0.29170159339074564,0.0140187,0.0700882,0.007568518518518519,-0.0007694444444444435,False
0.29,0.41,2.375677958140955,0.7896037618446187,0.29170159339074564,0.01945222222222222,0.06602933333333333,0.007568518518518519,-0.0007694444444444435,False
0.27,0.41,2.375677958140955,0.7896037618446187,0.29170159339074564,0.01945222222222222,0.06602933333333333,0.007568518518518519,-0.0007694444444444435,False
0.31,0.41,2.375677958140955,0.7896037618446187,0.29170159339074564,0.01945222222222222,0.06602933333333333,0.007568518518518519,-0.0007694444444444435,False
0.3,0.41,2.375677958140955,0.7896037618446187,0.29170159339074564,0.01945222222222222,0.06602933333333333,0.007568518518518519,-0.0007694444444444435,False
0.28,0.41,2.375677958140955,0.7896037618446187,0.29170159339074564,0.01945222222222222,0.06602933333333333,0.007568518518518519,-0.0007694444444444435,False
0.32,0.41,2.3508929482686387,0.7213979514182869,0.29170159339074564,0.024043142857142857,0.018737000000000004,0.007568518518518519,-0.0007694444444444435,False
0.26,0.42,2.2809578861756536,0.5964668314291472,0.2794694053858926,0.010348666666666667,0.04731973333333332,0.00867326732673267,-0.006696039603960394,False
0.25,0.46,2.2809578861756536,0.5964668314291472,0.2794694053858926,0.010348666666666667,0.04731973333333332,0.00867326732673267,-0.006696039603960394,False
0.25,0.43,2.2809578861756536,0.5964668314291472,0.2794694053858926,0.010348666666666667,0.04731973333333332,0.00867326732673267,-0.006696039603960394,False
0.26,0.46,2.2809578861756536,0.5964668314291472,0.2794694053858926,0.010348666666666667,0.04731973333333332,0.00867326732673267,-0.006696039603960394,False
0.26,0.43,2.2809578861756536,0.5964668314291472,0.2794694053858926,0.010348666666666667,0.04731973333333332,0.00867326732673267,-0.006696039603960394,False
0.26,0.44,2.2809578861756536,0.5964668314291472,0.2794694053858926,0.010348666666666667,0.04731973333333332,0.00867326732673267,-0.006696039603960394,False
0.26,0.45,2.2809578861756536,0.5964668314291472,0.2794694053858926,0.010348666666666667,0.04731973333333332,0.00867326732673267,-0.006696039603960394,False
0.25,0.45,2.2809578861756536,0.5964668314291472,0.2794694053858926,0.010348666666666667,0.04731973333333332,0.00867326732673267,-0.006696039603960394,False
0.25,0.42,2.2809578861756536,0.5964668314291472,0.2794694053858926,0.010348666666666667,0.04731973333333332,0.00867326732673267,-0.006696039603960394,False
0.25,0.44,2.2809578861756536,0.5964668314291472,0.2794694053858926,0.010348666666666667,0.04731973333333332,0.00867326732673267,-0.006696039603960394,False
0.27,0.46,2.269471571949214,0.5631076944400868,0.2794694053858926,0.013579499999999998,0.043084142857142856,0.00867326732673267,-0.006696039603960394,False
0.27,0.42,2.269471571949214,0.5631076944400868,0.2794694053858926,0.013579499999999998,0.043084142857142856,0.00867326732673267,-0.006696039603960394,False
0.29,0.42,2.269471571949214,0.5631076944400868,0.2794694053858926,0.013579499999999998,0.043084142857142856,0.00867326732673267,-0.006696039603960394,False
0.28,0.44,2.269471571949214,0.5631076944400868,0.2794694053858926,0.013579499999999998,0.043084142857142856,0.00867326732673267,-0.006696039603960394,False
0.28,0.45,2.269471571949214,0.5631076944400868,0.2794694053858926,0.013579499999999998,0.043084142857142856,0.00867326732673267,-0.006696039603960394,False
0.28,0.46,2.269471571949214,0.5631076944400868,0.2794694053858926,0.013579499999999998,0.043084142857142856,0.00867326732673267,-0.006696039603960394,False
0.28,0.43,2.269471571949214,0.5631076944400868,0.2794694053858926,0.013579499999999998,0.043084142857142856,0.00867326732673267,-0.006696039603960394,False
0.27,0.45,2.269471571949214,0.5631076944400868,0.2794694053858926,0.013579499999999998,0.043084142857142856,0.00867326732673267,-0.006696039603960394,False
