model,dataset,scene,frame,reset,tier,n_gt,fresh_f1,reuse_f1,f1_gap,fresh_miou,reuse_miou,miou_gap,baseline_ms,optimized_ms,speedup,baseline_power_w,optimized_power_w,power_reduction_percent,baseline_energy_j,optimized_energy_j,energy_reduction_percent
3dssd,kitti_raw,2011_09_26_drive_0001_sync,44,0,3,3,0.75,0.75,0.0,0.8346,0.8512,-0.0166,64.62,56.53,1.143,45.44,48.868,-7.545,2.93651,2.762305,5.932
3dssd,kitti_raw,2011_09_26_drive_0001_sync,45,1,3,3,0.75,0.75,0.0,0.8282,0.7642,0.064,64.69,54.04,1.197,44.54,49.017,-10.052,2.881393,2.648621,8.078
3dssd,kitti_raw,2011_09_26_drive_0001_sync,46,0,3,3,0.75,0.75,0.0,0.8108,0.8225,-0.0117,64.35,52.47,1.226,43.429,49.65,-14.325,2.794532,2.605337,6.77
3dssd,kitti_raw,2011_09_26_drive_0001_sync,47,0,3,3,0.8571,0.8571,0.0,0.8777,0.8509,0.0268,65.83,54.57,1.206,47.948,50.431,-5.178,3.156324,2.751835,12.815
3dssd,kitti_raw,2011_09_26_drive_0001_sync,48,0,3,3,0.8571,0.8571,0.0,0.8451,0.856,-0.0109,66.12,52.69,1.255,43.315,49.671,-14.676,2.864012,2.617007,8.624
3dssd,kitti_raw,2011_09_26_drive_0001_sync,49,0,3,3,0.8571,0.8571,0.0,0.7787,0.814,-0.0353,64.97,54.71,1.187,43.538,52.793,-21.259,2.828732,2.888543,-2.114
3dssd,kitti_raw,2011_09_26_drive_0001_sync,50,1,3,3,0.8571,0.8571,0.0,0.8753,0.8537,0.0216,65.3,52.95,1.233,44.29,49.27,-11.244,2.892018,2.60899,9.787
3dssd,kitti_raw,2011_09_26_drive_0001_sync,51,0,3,2,0.8,0.8,0.0,0.8427,0.8364,0.0062,63.54,53.26,1.193,43.696,50.872,-16.422,2.77656,2.709529,2.414
3dssd,kitti_raw,2011_09_26_drive_0001_sync,52,0,3,2,0.8,0.8,0.0,0.848,0.8451,0.0029,65.03,53.14,1.224,43.91,52.862,-20.389,2.855317,2.809172,1.616
3dssd,kitti_raw,2011_09_26_drive_0001_sync,53,0,3,2,0.8,0.8,0.0,0.8924,0.8496,0.0428,66.24,53.5,1.238,46.216,52.322,-13.213,3.061469,2.799027,8.572
3dssd,kitti_raw,2011_09_26_drive_0001_sync,54,0,3,2,0.8,0.8,0.0,0.7538,0.7801,-0.0264,65.39,54.73,1.195,47.501,49.406,-4.011,3.105893,2.703837,12.945
3dssd,kitti_raw,2011_09_26_drive_0001_sync,55,1,3,1,0.5,0.5,0.0,0.7703,0.8511,-0.0808,65.34,54.78,1.193,43.195,50.297,-16.442,2.822207,2.755463,2.365
3dssd,kitti_raw,2011_09_26_drive_0001_sync,56,0,3,1,0.5,0.5,0.0,0.8653,0.8693,-0.0041,65.01,54.67,1.189,44.468,51.53,-15.882,2.891001,2.817002,2.56
3dssd,kitti_raw,2011_09_26_drive_0001_sync,57,0,3,1,0.5,0.5,0.0,0.8446,0.8954,-0.0509,64.87,55.06,1.178,45.488,49.005,-7.733,2.950686,2.698064,8.561
3dssd,kitti_raw,2011_09_26_drive_0001_sync,58,0,3,1,0.5,0.5,0.0,0.8401,0.8564,-0.0164,67.75,55.19,1.228,47.853,51.161,-6.913,3.24192,2.823615,12.903
3dssd,kitti_raw,2011_09_26_drive_0001_sync,59,0,3,1,0.5,0.5,0.0,0.8531,0.8727,-0.0197,65.3,54.84,1.191,44.566,52.126,-16.964,2.909992,2.858785,1.76
3dssd,kitti_raw,2011_09_26_drive_0001_sync,60,1,3,1,0.6667,0.6667,0.0,0.8883,0.7583,0.13,64.32,54.14,1.188,45.358,48.66,-7.279,2.917293,2.634649,9.689
3dssd,kitti_raw,2011_09_26_drive_0001_sync,61,0,3,1,0.6667,0.6667,0.0,0.7859,0.8477,-0.0618,65.08,54.68,1.19,43.796,48.444,-10.613,2.850107,2.649081,7.053
3dssd,kitti_raw,2011_09_26_drive_0001_sync,62,0,3,1,0.6667,0.6667,0.0,0.8527,0.8652,-0.0125,66.49,53.16,1.251,46.457,49.53,-6.615,3.089016,2.632934,14.765
3dssd,kitti_raw,2011_09_26_drive_0001_sync,63,0,3,1,0.6667,0.6667,0.0,0.8573,0.8781,-0.0208,65.23,53.51,1.219,44.138,49.452,-12.04,2.878959,2.646369,8.079
3dssd,kitti_raw,2011_09_26_drive_0001_sync,64,0,3,1,1.0,0.6667,0.3333,0.8832,0.8492,0.034,65.01,53.24,1.221,47.782,48.897,-2.334,3.10631,2.603217,16.196
3dssd,kitti_raw,2011_09_26_drive_0001_sync,65,1,3,1,1.0,1.0,0.0,0.8652,0.8573,0.0078,64.65,53.08,1.218,46.372,49.687,-7.15,2.997993,2.637646,12.02
3dssd,kitti_raw,2011_09_26_drive_0001_sync,66,0,3,1,1.0,0.6667,0.3333,0.8461,0.8359,0.0103,65.17,53.77,1.212,44.425,49.871,-12.258,2.895342,2.6817,7.379
3dssd,kitti_raw,2011_09_26_drive_0001_sync,67,0,3,1,1.0,1.0,0.0,0.8418,0.8429,-0.0012,65.73,55.28,1.189,43.582,48.094,-10.353,2.86482,2.658481,7.202
3dssd,kitti_raw,2011_09_26_drive_0001_sync,68,0,3,1,1.0,1.0,0.0,0.7869,0.8188,-0.0319,65.67,53.79,1.221,46.505,48.934,-5.223,3.054094,2.63233,13.81
3dssd,kitti_raw,2011_09_26_drive_0001_sync,69,0,3,1,1.0,1.0,0.0,0.8125,0.8341,-0.0217,64.67,54.12,1.195,44.643,49.455,-10.779,2.886946,2.67647,7.291
3dssd,kitti_raw,2011_09_26_drive_0001_sync,70,1,3,1,0.6667,1.0,-0.3333,0.8417,0.8254,0.0162,64.45,53.12,1.213,45.523,54.003,-18.628,2.93399,2.868589,2.229
3dssd,kitti_raw,2011_09_26_drive_0001_sync,71,0,3,1,1.0,1.0,0.0,0.8312,0.816,0.0152,63.96,55.89,1.144,45.193,49.764,-10.114,2.890664,2.781236,3.786
3dssd,kitti_raw,2011_09_26_drive_0001_sync,72,0,3,1,1.0,1.0,0.0,0.8132,0.815,-0.0017,64.3,54.88,1.172,45.211,49.111,-8.627,2.906903,2.695254,7.281
3dssd,kitti_raw,2011_09_26_drive_0001_sync,73,0,3,1,1.0,0.6667,0.3333,0.8673,0.86,0.0074,66.21,55.07,1.202,43.859,49.799,-13.543,2.903966,2.742512,5.56
3dssd,kitti_raw,2011_09_26_drive_0001_sync,74,0,3,1,1.0,1.0,0.0,0.8508,0.853,-0.0022,64.47,53.98,1.194,45.458,50.896,-11.963,2.930523,2.747177,6.256
3dssd,kitti_raw,2011_09_26_drive_0001_sync,75,1,3,1,1.0,1.0,0.0,0.8595,0.8261,0.0334,65.4,53.7,1.218,46.152,49.075,-6.333,3.018316,2.635507,12.683
3dssd,kitti_raw,2011_09_26_drive_0001_sync,76,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,65.53,54.65,1.199,45.078,52.298,-16.018,2.953786,2.858118,3.239
3dssd,kitti_raw,2011_09_26_drive_0001_sync,77,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,66.36,53.82,1.233,47.432,50.105,-5.634,3.147668,2.696799,14.324
3dssd,kitti_raw,2011_09_26_drive_0001_sync,78,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,66.73,54.0,1.236,45.014,49.733,-10.485,3.003735,2.685566,10.592
3dssd,kitti_raw,2011_09_26_drive_0001_sync,79,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,65.74,52.34,1.256,43.527,48.77,-12.045,2.861413,2.552562,10.794
3dssd,kitti_raw,2011_09_26_drive_0001_sync,80,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,65.43,52.44,1.248,43.942,49.77,-13.264,2.875087,2.610071,9.218
3dssd,kitti_raw,2011_09_26_drive_0001_sync,81,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,66.89,55.38,1.208,46.547,48.523,-4.245,3.113536,2.687213,13.693
3dssd,kitti_raw,2011_09_26_drive_0001_sync,82,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,65.93,53.36,1.236,44.546,48.371,-8.587,2.936819,2.580993,12.116
3dssd,kitti_raw,2011_09_26_drive_0001_sync,83,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,65.7,54.54,1.205,43.825,49.658,-13.309,2.879223,2.708451,5.931
3dssd,kitti_raw,2011_09_26_drive_0001_sync,84,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,66.63,53.47,1.246,43.288,51.115,-18.081,2.884323,2.732924,5.249
3dssd,kitti_raw,2011_09_26_drive_0001_sync,85,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,68.51,53.34,1.284,43.957,49.693,-13.049,3.011465,2.650774,11.977
3dssd,kitti_raw,2011_09_26_drive_0001_sync,86,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,64.78,53.33,1.215,45.026,48.931,-8.671,2.916604,2.609525,10.529
3dssd,kitti_raw,2011_09_26_drive_0001_sync,87,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,65.05,53.81,1.209,46.6,49.04,-5.236,3.031145,2.638805,12.944
3dssd,kitti_raw,2011_09_26_drive_0001_sync,88,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,66.27,54.18,1.223,45.988,48.214,-4.841,3.047446,2.612171,14.283
3dssd,kitti_raw,2011_09_26_drive_0001_sync,89,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,66.51,54.46,1.221,43.487,51.637,-18.74,2.892212,2.812207,2.766
3dssd,kitti_raw,2011_09_26_drive_0001_sync,90,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,65.56,53.21,1.232,45.284,49.613,-9.559,2.968717,2.640131,11.068
3dssd,kitti_raw,2011_09_26_drive_0001_sync,91,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,65.77,54.53,1.206,46.439,50.041,-7.754,3.054307,2.728858,10.655
3dssd,kitti_raw,2011_09_26_drive_0001_sync,92,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,66.48,54.46,1.221,43.157,50.671,-17.411,2.868899,2.759688,3.807
3dssd,kitti_raw,2011_09_26_drive_0001_sync,93,0,3,1,1.0,1.0,0.0,0.5593,0.5144,0.045,65.29,53.74,1.215,47.647,48.993,-2.825,3.111032,2.632658,15.377
3dssd,kitti_raw,2011_09_26_drive_0001_sync,94,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,65.31,55.21,1.183,47.39,48.743,-2.855,3.094954,2.691018,13.051
3dssd,kitti_raw,2011_09_26_drive_0001_sync,95,1,3,1,1.0,1.0,0.0,0.7777,0.83,-0.0523,64.87,55.22,1.175,47.383,50.613,-6.816,3.073535,2.794869,9.067
3dssd,kitti_raw,2011_09_26_drive_0001_sync,96,0,3,1,1.0,0.6667,0.3333,0.6774,0.6056,0.0718,64.9,54.68,1.187,46.675,48.4,-3.695,3.029128,2.646662,12.626
3dssd,kitti_raw,2011_09_26_drive_0001_sync,97,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,66.23,53.96,1.227,44.022,49.066,-11.459,2.915583,2.647634,9.19
