scene,frame,reset,tier,tier_name,n_gt,fresh_f1,reuse_f1,f1_gap,fresh_miou,reuse_miou,miou_gap,fresh_ms,reuse_ms,speedup,total_voxels,direct_voxels,jacobian_voxels,vfe_voxels,direct_fraction,jacobian_fraction,vfe_fraction,routed_fraction,point_reuse_fraction,mean_coverage,mean_purity
scene-1077,21,0,3,direct,22,0.6111,0.4878,0.1233,0.6938,0.6835,0.0102,189.26,71.51,2.647,35564,20970,0,14594,0.5896,0.0,0.4104,0.5896,0.755,0.7951,0.7157
scene-1077,22,0,3,direct,22,0.6286,0.5405,0.088,0.6998,0.6988,0.001,182.93,65.97,2.773,35873,11834,0,24039,0.3299,0.0,0.6701,0.3299,0.7429,0.505,0.4757
scene-1077,23,0,3,direct,22,0.6842,0.5641,0.1201,0.6286,0.6108,0.0177,195.11,78.41,2.488,35865,12805,0,23060,0.357,0.0,0.643,0.357,0.7422,0.5071,0.4868
scene-1077,24,0,3,direct,22,0.5,0.439,0.061,0.6753,0.6209,0.0544,199.77,77.54,2.576,36557,12765,0,23792,0.3492,0.0,0.6508,0.3492,0.742,0.4786,0.4637
scene-1077,25,1,3,direct,23,0.4444,0.4444,0.0,0.6904,0.6904,0.0,200.94,196.28,1.024,47760,0,0,47760,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1077,26,0,3,direct,23,0.5128,0.4444,0.0684,0.6648,0.5678,0.097,192.83,75.59,2.551,38646,19720,0,18926,0.5103,0.0,0.4897,0.5103,0.7282,0.7287,0.6456
scene-1077,27,0,3,direct,21,0.5116,0.383,0.1286,0.6805,0.707,-0.0265,193.48,77.21,2.506,39430,12844,0,26586,0.3257,0.0,0.6743,0.3257,0.7333,0.4681,0.4525
scene-1077,28,0,3,direct,21,0.4865,0.3902,0.0962,0.6875,0.6346,0.0529,191.35,79.21,2.416,39605,12582,0,27023,0.3177,0.0,0.6823,0.3177,0.7161,0.4675,0.4471
scene-1077,29,0,3,direct,21,0.5789,0.4,0.1789,0.6607,0.6812,-0.0205,194.03,76.74,2.529,38983,11803,0,27180,0.3028,0.0,0.6972,0.3028,0.7348,0.4567,0.4376
scene-1077,30,1,3,direct,20,0.5882,0.5882,0.0,0.7189,0.7189,0.0,192.15,193.4,0.994,49072,0,0,49072,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1077,31,0,3,direct,20,0.6111,0.5714,0.0397,0.6826,0.6318,0.0507,193.03,75.94,2.542,37668,20044,0,17624,0.5321,0.0,0.4679,0.5321,0.748,0.7506,0.6611
scene-1077,32,0,3,direct,19,0.6486,0.3902,0.2584,0.6406,0.6168,0.0238,187.53,71.88,2.609,38608,11918,0,26690,0.3087,0.0,0.6913,0.3087,0.7402,0.4773,0.4507
scene-1077,33,0,3,direct,19,0.5128,0.4211,0.0918,0.7016,0.6635,0.0381,191.69,75.95,2.524,38557,12280,0,26277,0.3185,0.0,0.6815,0.3185,0.7437,0.4821,0.4576
scene-1077,34,0,3,direct,19,0.5,0.4211,0.0789,0.6429,0.5743,0.0686,183.53,70.12,2.617,39709,13639,0,26070,0.3435,0.0,0.6565,0.3435,0.7382,0.4832,0.4643
scene-1077,35,1,3,direct,19,0.5556,0.5556,0.0,0.6658,0.6658,0.0,192.27,191.65,1.003,50662,0,0,50662,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1077,36,0,3,direct,19,0.6286,0.3784,0.2502,0.6256,0.6553,-0.0297,191.47,76.86,2.491,40105,20577,0,19528,0.5131,0.0,0.4869,0.5131,0.7363,0.7212,0.6363
scene-1077,37,0,3,direct,21,0.4706,0.3429,0.1277,0.6833,0.7287,-0.0454,188.49,68.27,2.761,39598,13321,0,26277,0.3364,0.0,0.6636,0.3364,0.7419,0.461,0.4488
scene-1077,38,0,3,direct,21,0.45,0.3889,0.0611,0.6316,0.6852,-0.0536,195.49,76.46,2.557,41310,14136,0,27174,0.3422,0.0,0.6578,0.3422,0.7375,0.4587,0.4502
scene-1077,39,0,3,direct,21,0.4865,0.45,0.0365,0.6128,0.5746,0.0382,189.5,70.2,2.699,41596,14425,0,27171,0.3468,0.0,0.6532,0.3468,0.736,0.4699,0.4569
scene-1077,40,1,3,direct,21,0.45,0.45,0.0,0.6196,0.6196,0.0,195.7,192.03,1.019,53839,0,0,53839,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1077,41,0,3,direct,21,0.4444,0.2703,0.1742,0.6745,0.6387,0.0358,186.35,71.81,2.595,43101,23131,0,19970,0.5367,0.0,0.4633,0.5367,0.7339,0.7278,0.6551
scene-1077,42,0,3,direct,20,0.4,0.3333,0.0667,0.6841,0.6179,0.0662,191.79,79.29,2.419,43052,14572,0,28480,0.3385,0.0,0.6615,0.3385,0.7302,0.4875,0.4667
scene-1077,43,0,3,direct,20,0.4,0.3333,0.0667,0.7508,0.5865,0.1643,191.86,78.12,2.456,42487,14130,0,28357,0.3326,0.0,0.6674,0.3326,0.7361,0.4607,0.447
scene-1077,44,0,3,direct,20,0.375,0.2857,0.0893,0.72,0.594,0.126,189.23,71.87,2.633,42536,14036,0,28500,0.33,0.0,0.67,0.33,0.7584,0.4708,0.4592
scene-1077,45,1,3,direct,19,0.4286,0.4286,0.0,0.7054,0.7054,0.0,193.69,193.5,1.001,54130,0,0,54130,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1077,46,0,3,direct,19,0.4375,0.3243,0.1132,0.7187,0.6319,0.0869,199.23,78.3,2.544,42366,22954,0,19412,0.5418,0.0,0.4582,0.5418,0.7497,0.7535,0.6731
scene-1077,47,0,3,direct,20,0.4571,0.2286,0.2286,0.6374,0.5428,0.0946,191.93,76.31,2.515,41912,15051,0,26861,0.3591,0.0,0.6409,0.3591,0.7495,0.4833,0.4732
scene-1077,48,0,3,direct,20,0.4848,0.2778,0.2071,0.6083,0.5545,0.0538,195.66,79.08,2.474,40766,14190,0,26576,0.3481,0.0,0.6519,0.3481,0.7534,0.4912,0.4743
scene-1077,49,0,3,direct,20,0.375,0.2778,0.0972,0.7025,0.6035,0.0991,196.36,77.29,2.541,40207,13837,0,26370,0.3441,0.0,0.6559,0.3441,0.7515,0.4728,0.4642
scene-1077,50,1,3,direct,21,0.3636,0.3636,0.0,0.6707,0.6707,0.0,192.73,195.47,0.986,51354,0,0,51354,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1077,51,0,3,direct,21,0.3529,0.2632,0.0898,0.7027,0.6777,0.025,192.26,76.74,2.505,40143,22421,0,17722,0.5585,0.0,0.4415,0.5585,0.7585,0.756,0.6811
scene-1077,52,0,3,direct,20,0.3684,0.3684,0.0,0.6122,0.5867,0.0255,195.33,80.04,2.44,39983,12465,0,27518,0.3118,0.0,0.6882,0.3118,0.7602,0.4916,0.4642
scene-1077,53,0,3,direct,20,0.2927,0.3684,-0.0757,0.6595,0.604,0.0555,191.46,81.36,2.353,41015,14513,0,26502,0.3538,0.0,0.6462,0.3538,0.7578,0.486,0.475
scene-1077,54,0,3,direct,20,0.4,0.3158,0.0842,0.7043,0.7148,-0.0105,196.84,71.05,2.77,41714,13918,0,27796,0.3337,0.0,0.6663,0.3337,0.7473,0.4943,0.4737
scene-1077,55,1,3,direct,20,0.4706,0.4706,0.0,0.6673,0.6673,0.0,189.51,196.59,0.964,53798,0,0,53798,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1077,56,0,3,direct,20,0.4615,0.3,0.1615,0.6131,0.547,0.0662,193.74,71.1,2.725,41109,21607,0,19502,0.5256,0.0,0.4744,0.5256,0.7518,0.7603,0.6676
scene-1077,57,0,3,direct,21,0.4211,0.25,0.1711,0.6613,0.6195,0.0418,190.44,72.67,2.621,41177,14482,0,26695,0.3517,0.0,0.6483,0.3517,0.7583,0.512,0.4906
scene-1077,58,0,3,direct,21,0.3684,0.2439,0.1245,0.7251,0.697,0.0281,197.81,78.82,2.51,41851,14886,0,26965,0.3557,0.0,0.6443,0.3557,0.7517,0.507,0.4859
scene-1077,59,0,3,direct,21,0.4706,0.3902,0.0803,0.6818,0.6071,0.0746,195.54,75.75,2.581,41674,14335,0,27339,0.344,0.0,0.656,0.344,0.7494,0.5024,0.4818
scene-1077,60,1,3,direct,20,0.5405,0.5405,0.0,0.605,0.605,0.0,196.38,191.14,1.027,54537,0,0,54537,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1077,61,0,3,direct,20,0.4737,0.3043,0.1693,0.6908,0.6311,0.0597,192.13,77.6,2.476,42107,21901,0,20206,0.5201,0.0,0.4799,0.5201,0.7368,0.7416,0.651
scene-1077,62,0,3,direct,19,0.5143,0.2927,0.2216,0.6461,0.6694,-0.0233,196.97,77.16,2.553,42382,13886,0,28496,0.3276,0.0,0.6724,0.3276,0.7379,0.4755,0.4568
scene-1077,63,0,3,direct,19,0.4865,0.1667,0.3198,0.6703,0.6772,-0.0069,196.2,76.43,2.567,41181,14610,0,26571,0.3548,0.0,0.6452,0.3548,0.7485,0.5035,0.4881
scene-1077,64,0,3,direct,19,0.4865,0.3158,0.1707,0.6688,0.6825,-0.0137,195.08,76.08,2.564,41184,14272,0,26912,0.3465,0.0,0.6535,0.3465,0.745,0.5025,0.4845
scene-1077,65,1,3,direct,21,0.4706,0.4706,0.0,0.5731,0.5731,0.0,193.2,190.36,1.015,51291,0,0,51291,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1077,66,0,3,direct,21,0.3902,0.3636,0.0266,0.6415,0.5897,0.0518,190.48,72.35,2.633,40360,19777,0,20583,0.49,0.0,0.51,0.49,0.7312,0.7059,0.6208
scene-1077,67,0,3,direct,25,0.4211,0.3,0.1211,0.61,0.6401,-0.0301,189.42,71.53,2.648,39174,13489,0,25685,0.3443,0.0,0.6557,0.3443,0.7393,0.4877,0.4733
scene-1077,68,0,3,direct,25,0.3077,0.2439,0.0638,0.6819,0.6816,0.0003,195.13,75.13,2.597,39994,13043,0,26951,0.3261,0.0,0.6739,0.3261,0.7341,0.4795,0.462
scene-1077,69,0,3,direct,25,0.2857,0.2381,0.0476,0.6861,0.6713,0.0149,192.72,76.79,2.51,41150,13523,0,27627,0.3286,0.0,0.6714,0.3286,0.7189,0.4864,0.4663
scene-1077,70,1,3,direct,27,0.3636,0.3636,0.0,0.6504,0.6504,0.0,193.45,195.39,0.99,54369,0,0,54369,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1077,71,0,3,direct,27,0.3404,0.2667,0.0738,0.6664,0.6401,0.0263,192.26,76.96,2.498,42351,22024,0,20327,0.52,0.0,0.48,0.52,0.7114,0.7309,0.6476
scene-1077,72,0,3,direct,26,0.3721,0.2791,0.093,0.6355,0.6577,-0.0221,193.19,77.8,2.483,41740,12834,0,28906,0.3075,0.0,0.6925,0.3075,0.7037,0.4437,0.4358
scene-1077,73,0,3,direct,26,0.3256,0.2553,0.0703,0.6516,0.6828,-0.0313,193.33,76.69,2.521,41465,14055,0,27410,0.339,0.0,0.661,0.339,0.7067,0.4665,0.4568
scene-1077,74,0,3,direct,26,0.2927,0.3556,-0.0629,0.7322,0.7017,0.0305,188.15,70.85,2.655,41302,13728,0,27574,0.3324,0.0,0.6676,0.3324,0.7066,0.4761,0.4573
scene-1077,75,1,3,direct,26,0.2927,0.2927,0.0,0.7205,0.7205,0.0,191.71,190.22,1.008,54866,0,0,54866,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1077,76,0,3,direct,26,0.3902,0.2979,0.0924,0.6928,0.608,0.0848,194.83,76.37,2.551,41531,20909,0,20622,0.5035,0.0,0.4965,0.5035,0.7077,0.7302,0.6358
scene-1077,77,0,3,direct,28,0.3721,0.3913,-0.0192,0.6807,0.6285,0.0522,191.59,76.23,2.513,41681,12552,0,29129,0.3011,0.0,0.6989,0.3011,0.7068,0.4623,0.4381
scene-1077,78,0,3,direct,28,0.3913,0.2963,0.095,0.7036,0.6752,0.0284,196.75,75.56,2.604,41842,15310,0,26532,0.3659,0.0,0.6341,0.3659,0.7053,0.4668,0.4597
scene-1077,79,0,3,direct,28,0.4082,0.2353,0.1729,0.7199,0.7222,-0.0023,190.01,77.63,2.448,42328,13866,0,28462,0.3276,0.0,0.6724,0.3276,0.7054,0.463,0.4521
scene-1077,80,1,3,direct,27,0.4783,0.4783,0.0,0.633,0.633,0.0,191.65,191.79,0.999,53498,0,0,53498,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1077,81,0,3,direct,27,0.5,0.3182,0.1818,0.6423,0.6684,-0.0262,195.27,77.38,2.523,42557,20994,0,21563,0.4933,0.0,0.5067,0.4933,0.7018,0.7148,0.6218
scene-1077,82,0,3,direct,28,0.4444,0.4,0.0444,0.6874,0.7258,-0.0384,188.85,71.84,2.629,43182,13784,0,29398,0.3192,0.0,0.6808,0.3192,0.7015,0.463,0.4488
scene-1077,83,0,3,direct,28,0.4255,0.32,0.1055,0.6728,0.7128,-0.04,194.94,78.06,2.497,45130,15365,0,29765,0.3405,0.0,0.6595,0.3405,0.6906,0.4527,0.4467
scene-1077,84,0,3,direct,28,0.381,0.381,0.0,0.7222,0.7351,-0.0128,194.71,76.65,2.54,44340,14781,0,29559,0.3334,0.0,0.6666,0.3334,0.7028,0.4637,0.4508
scene-1077,85,1,3,direct,29,0.3721,0.3721,0.0,0.7046,0.7046,0.0,195.61,191.93,1.019,56510,0,0,56510,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1077,86,0,3,direct,29,0.36,0.1961,0.1639,0.6448,0.652,-0.0072,190.16,77.48,2.454,44741,21175,0,23566,0.4733,0.0,0.5267,0.4733,0.6906,0.6919,0.599
scene-1077,87,0,3,direct,31,0.4186,0.2353,0.1833,0.687,0.6881,-0.001,191.66,77.12,2.485,45094,14633,0,30461,0.3245,0.0,0.6755,0.3245,0.6867,0.4466,0.4363
scene-1077,88,0,3,direct,31,0.4444,0.36,0.0844,0.6675,0.6582,0.0093,193.24,77.67,2.488,45006,14981,0,30025,0.3329,0.0,0.6671,0.3329,0.7017,0.4534,0.4418
scene-1077,89,0,3,direct,31,0.36,0.2353,0.1247,0.6546,0.6646,-0.01,192.69,74.23,2.596,44167,15096,0,29071,0.3418,0.0,0.6582,0.3418,0.7017,0.4418,0.4386
scene-1077,90,1,3,direct,31,0.381,0.381,0.0,0.6375,0.6375,0.0,193.48,190.59,1.015,57903,0,0,57903,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1077,91,0,3,direct,31,0.3111,0.1702,0.1409,0.6799,0.6772,0.0028,192.38,78.52,2.45,44390,24369,0,20021,0.549,0.0,0.451,0.549,0.7187,0.7367,0.6638
scene-1077,92,0,3,direct,29,0.3182,0.3265,-0.0083,0.6912,0.6684,0.0228,188.25,72.8,2.586,44940,14569,0,30371,0.3242,0.0,0.6758,0.3242,0.7184,0.4632,0.4508
scene-1077,93,0,3,direct,29,0.2727,0.2222,0.0505,0.7154,0.6792,0.0362,193.47,77.68,2.49,44568,15070,0,29498,0.3381,0.0,0.6619,0.3381,0.7191,0.4638,0.4529
scene-1077,94,0,3,direct,29,0.2791,0.2273,0.0518,0.6647,0.6485,0.0162,194.88,78.78,2.474,43662,15011,0,28651,0.3438,0.0,0.6562,0.3438,0.7246,0.4692,0.4558
scene-1077,95,1,3,direct,22,0.3158,0.3158,0.0,0.7025,0.7025,0.0,187.7,188.59,0.995,56811,0,0,56811,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1077,96,0,3,direct,22,0.3429,0.0513,0.2916,0.5844,0.7014,-0.117,194.55,79.41,2.45,43622,23975,0,19647,0.5496,0.0,0.4504,0.5496,0.723,0.7454,0.6671
scene-1077,97,0,3,direct,19,0.3636,0.1818,0.1818,0.6655,0.695,-0.0295,190.87,75.3,2.535,43338,14052,0,29286,0.3242,0.0,0.6758,0.3242,0.7188,0.4532,0.4411
scene-1077,98,0,3,direct,19,0.2,0.1765,0.0235,0.7182,0.7266,-0.0084,194.69,79.5,2.449,43183,15000,0,28183,0.3474,0.0,0.6526,0.3474,0.7253,0.4752,0.4622
scene-1077,99,0,3,direct,19,0.2,0.2,0.0,0.7189,0.6821,0.0369,192.54,73.04,2.636,43344,14471,0,28873,0.3339,0.0,0.6661,0.3339,0.7208,0.4682,0.4558
scene-1094,0,1,3,direct,52,0.1818,0.1818,0.0,0.669,0.669,0.0,137.14,149.46,0.918,22559,0,0,22559,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1094,1,0,3,direct,52,0.1839,0.1609,0.023,0.6739,0.6702,0.0036,184.76,77.08,2.397,20907,14509,0,6398,0.694,0.0,0.306,0.694,0.9763,0.9188,0.8432
scene-1094,2,0,3,direct,53,0.1474,0.172,-0.0247,0.7427,0.6498,0.0929,179.98,68.21,2.639,23252,11794,0,11458,0.5072,0.0,0.4928,0.5072,0.9822,0.7109,0.6959
scene-1094,3,0,3,direct,53,0.1538,0.1687,-0.0148,0.7174,0.7127,0.0047,171.54,71.38,2.403,23286,12625,0,10661,0.5422,0.0,0.4578,0.5422,0.9807,0.7657,0.7352
scene-1094,4,0,3,direct,53,0.1798,0.2022,-0.0225,0.6387,0.5423,0.0964,185.92,79.26,2.346,24301,12184,0,12117,0.5014,0.0,0.4986,0.5014,0.967,0.6956,0.6647
scene-1094,5,1,3,direct,57,0.1798,0.1798,0.0,0.5979,0.5979,0.0,186.91,185.42,1.008,30566,0,0,30566,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1094,6,0,3,direct,57,0.198,0.1895,0.0085,0.5971,0.5951,0.002,185.39,75.11,2.468,22584,15984,0,6600,0.7078,0.0,0.2922,0.7078,0.9848,0.9421,0.8657
scene-1094,7,0,3,direct,58,0.1739,0.1633,0.0106,0.6838,0.587,0.0968,183.0,73.06,2.505,22930,10505,0,12425,0.4581,0.0,0.5419,0.4581,0.9831,0.6282,0.6314
scene-1094,8,0,3,direct,58,0.2062,0.2245,-0.0183,0.6157,0.5922,0.0235,191.07,74.88,2.552,23298,9179,0,14119,0.394,0.0,0.606,0.394,0.978,0.5769,0.5775
scene-1094,9,0,3,direct,58,0.2062,0.2105,-0.0043,0.6405,0.5793,0.0612,192.21,78.16,2.459,24813,12142,0,12671,0.4893,0.0,0.5107,0.4893,0.9164,0.5717,0.5745
scene-1094,10,1,3,direct,59,0.2174,0.2174,0.0,0.629,0.629,0.0,182.87,192.89,0.948,38200,0,0,38200,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1094,11,0,3,direct,59,0.243,0.2737,-0.0307,0.6096,0.5925,0.0171,197.51,78.32,2.522,29033,18228,0,10805,0.6278,0.0,0.3722,0.6278,0.8643,0.7962,0.7431
scene-1094,12,0,3,direct,59,0.2708,0.2653,0.0055,0.6382,0.6463,-0.0081,188.33,70.96,2.654,30793,10758,0,20035,0.3494,0.0,0.6506,0.3494,0.8718,0.5281,0.5044
scene-1094,13,0,3,direct,59,0.22,0.2041,0.0159,0.6141,0.6315,-0.0175,192.23,78.07,2.462,29732,12421,0,17311,0.4178,0.0,0.5822,0.4178,0.8779,0.5635,0.5515
scene-1094,14,0,3,direct,59,0.2095,0.1569,0.0527,0.6059,0.6499,-0.044,183.93,55.51,3.314,30135,10803,0,19332,0.3585,0.0,0.6415,0.3585,0.8574,0.5507,0.5204
scene-1094,15,1,3,direct,61,0.1869,0.1869,0.0,0.6121,0.6121,0.0,186.87,187.53,0.996,42973,0,0,42973,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1094,16,0,3,direct,61,0.2393,0.2,0.0393,0.6466,0.6055,0.0412,191.17,78.02,2.45,30854,16129,0,14725,0.5228,0.0,0.4772,0.5228,0.8287,0.7515,0.6694
scene-1094,17,0,3,direct,61,0.2321,0.2264,0.0057,0.592,0.609,-0.0169,191.7,76.99,2.49,34046,9808,0,24238,0.2881,0.0,0.7119,0.2881,0.8135,0.4351,0.4191
scene-1094,18,0,3,direct,61,0.2424,0.2222,0.0202,0.6619,0.6287,0.0331,191.7,75.64,2.535,33810,10284,0,23526,0.3042,0.0,0.6958,0.3042,0.8156,0.4484,0.4327
scene-1094,19,0,3,direct,61,0.2124,0.2202,-0.0078,0.6464,0.6183,0.0282,187.97,69.34,2.711,31878,9785,0,22093,0.307,0.0,0.693,0.307,0.8295,0.4631,0.4392
scene-1094,20,1,3,direct,61,0.2124,0.2124,0.0,0.6686,0.6686,0.0,192.91,191.06,1.01,46019,0,0,46019,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1094,21,0,3,direct,61,0.2034,0.2143,-0.0109,0.7147,0.7005,0.0142,188.57,70.26,2.684,33041,16489,0,16552,0.499,0.0,0.501,0.499,0.9003,0.7329,0.6455
scene-1094,22,0,3,direct,60,0.2185,0.208,0.0105,0.6976,0.6618,0.0358,189.19,72.82,2.598,33639,10635,0,23004,0.3162,0.0,0.6838,0.3162,0.9004,0.484,0.4497
scene-1094,23,0,3,direct,60,0.2479,0.2931,-0.0452,0.6534,0.6198,0.0335,186.78,70.73,2.641,34061,10378,0,23683,0.3047,0.0,0.6953,0.3047,0.8876,0.4572,0.4286
scene-1094,24,0,3,direct,60,0.2295,0.2393,-0.0098,0.6422,0.6036,0.0386,193.54,75.83,2.552,33763,10157,0,23606,0.3008,0.0,0.6992,0.3008,0.894,0.4706,0.432
scene-1094,25,1,3,direct,61,0.2752,0.2752,0.0,0.6226,0.6226,0.0,191.09,191.66,0.997,47960,0,0,47960,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1094,26,0,3,direct,61,0.2414,0.2407,0.0006,0.6435,0.6186,0.0249,191.18,77.0,2.483,37330,18992,0,18338,0.5088,0.0,0.4912,0.5088,0.8939,0.7346,0.6476
scene-1094,27,0,3,direct,62,0.2321,0.2286,0.0036,0.5776,0.6549,-0.0774,190.24,76.47,2.488,37267,12846,0,24421,0.3447,0.0,0.6553,0.3447,0.8946,0.5172,0.4858
scene-1094,28,0,3,direct,62,0.2373,0.2545,-0.0173,0.5899,0.5693,0.0207,193.05,76.06,2.538,37083,13777,0,23306,0.3715,0.0,0.6285,0.3715,0.9113,0.5448,0.5135
scene-1094,29,0,3,direct,62,0.2034,0.2385,-0.0351,0.6983,0.6351,0.0632,192.74,76.25,2.528,38788,11447,0,27341,0.2951,0.0,0.7049,0.2951,0.8847,0.4442,0.4176
scene-1094,30,1,3,direct,64,0.2353,0.2353,0.0,0.6197,0.6197,0.0,193.84,193.75,1.0,48627,0,0,48627,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1094,31,0,3,direct,64,0.2087,0.2414,-0.0327,0.695,0.6678,0.0272,187.73,70.63,2.658,36628,17319,0,19309,0.4728,0.0,0.5272,0.4728,0.8782,0.6744,0.5987
scene-1094,32,0,3,direct,64,0.2586,0.2857,-0.0271,0.6349,0.6245,0.0104,223.17,79.76,2.798,34996,11710,0,23286,0.3346,0.0,0.6654,0.3346,0.9045,0.5103,0.4738
scene-1094,33,0,3,direct,64,0.2778,0.2703,0.0075,0.6849,0.656,0.0289,191.32,78.3,2.443,41413,12247,0,29166,0.2957,0.0,0.7043,0.2957,0.8739,0.4426,0.4191
scene-1094,34,0,3,direct,64,0.2832,0.2439,0.0393,0.6627,0.6774,-0.0147,190.67,75.21,2.535,40189,13930,0,26259,0.3466,0.0,0.6534,0.3466,0.8869,0.5032,0.4741
scene-1094,35,1,3,direct,64,0.3364,0.3364,0.0,0.6131,0.6131,0.0,194.92,190.29,1.024,51078,0,0,51078,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1094,36,0,3,direct,64,0.3333,0.283,0.0503,0.597,0.6398,-0.0428,192.59,77.56,2.483,40858,20814,0,20044,0.5094,0.0,0.4906,0.5094,0.8724,0.7137,0.6342
scene-1094,37,0,3,direct,64,0.2745,0.2778,-0.0033,0.7053,0.6757,0.0296,187.6,70.34,2.667,40017,12705,0,27312,0.3175,0.0,0.6825,0.3175,0.8789,0.4722,0.446
scene-1094,38,0,3,direct,64,0.2936,0.3148,-0.0212,0.6538,0.6257,0.0282,189.41,73.45,2.579,40605,13145,0,27460,0.3237,0.0,0.6763,0.3237,0.8641,0.4739,0.4499
scene-1094,39,0,3,direct,64,0.3208,0.3148,0.0059,0.6243,0.6217,0.0026,194.24,78.14,2.486,40432,12227,0,28205,0.3024,0.0,0.6976,0.3024,0.8458,0.4495,0.4281
scene-1094,40,1,3,direct,61,0.2783,0.2783,0.0,0.671,0.671,0.0,194.18,195.04,0.996,51926,0,0,51926,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1094,41,0,3,direct,61,0.2909,0.2963,-0.0054,0.6777,0.6692,0.0085,193.3,78.26,2.47,38664,18382,0,20282,0.4754,0.0,0.5246,0.4754,0.8358,0.6941,0.6078
scene-1094,42,0,3,direct,58,0.2832,0.3208,-0.0376,0.6695,0.6976,-0.0281,191.58,73.97,2.59,36918,12433,0,24485,0.3368,0.0,0.6632,0.3368,0.8479,0.4982,0.4787
scene-1094,43,0,3,direct,58,0.2906,0.3048,-0.0142,0.7047,0.6974,0.0072,185.63,70.47,2.634,37587,11917,0,25670,0.3171,0.0,0.6829,0.3171,0.8328,0.4779,0.4554
scene-1094,44,0,3,direct,58,0.2991,0.2909,0.0082,0.6695,0.649,0.0205,190.77,69.85,2.731,36848,12238,0,24610,0.3321,0.0,0.6679,0.3321,0.8428,0.4987,0.4718
scene-1094,45,1,3,direct,55,0.303,0.303,0.0,0.7003,0.7003,0.0,192.12,190.02,1.011,43984,0,0,43984,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1094,46,0,3,direct,55,0.3505,0.2727,0.0778,0.6704,0.6429,0.0275,184.48,70.43,2.619,34803,18268,0,16535,0.5249,0.0,0.4751,0.5249,0.842,0.7585,0.6675
scene-1094,47,0,3,direct,56,0.28,0.2569,0.0231,0.6509,0.6435,0.0074,192.45,77.28,2.49,34528,11692,0,22836,0.3386,0.0,0.6614,0.3386,0.8513,0.509,0.4837
scene-1094,48,0,3,direct,56,0.2772,0.26,0.0172,0.6683,0.6441,0.0242,193.36,75.73,2.553,33246,11790,0,21456,0.3546,0.0,0.6454,0.3546,0.8597,0.5462,0.5144
scene-1094,49,0,3,direct,56,0.2745,0.2642,0.0104,0.617,0.6245,-0.0076,188.52,71.56,2.635,33337,11267,0,22070,0.338,0.0,0.662,0.338,0.8471,0.5333,0.4992
scene-1094,50,1,3,direct,50,0.2824,0.2824,0.0,0.7407,0.7407,0.0,194.77,193.45,1.007,42712,0,0,42712,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1094,51,0,3,direct,50,0.2921,0.2921,0.0,0.7053,0.6745,0.0309,193.9,77.55,2.5,33173,18478,0,14695,0.557,0.0,0.443,0.557,0.8375,0.8287,0.7255
scene-1094,52,0,3,direct,47,0.2955,0.2727,0.0227,0.7483,0.7509,-0.0026,197.03,75.05,2.625,33734,13367,0,20367,0.3962,0.0,0.6038,0.3962,0.8363,0.5723,0.5455
scene-1094,53,0,3,direct,47,0.3373,0.3038,0.0336,0.7507,0.7419,0.0088,187.43,71.01,2.64,33997,12426,0,21571,0.3655,0.0,0.6345,0.3655,0.8377,0.5566,0.5273
scene-1094,54,0,3,direct,47,0.3291,0.3059,0.0232,0.7499,0.7433,0.0066,190.25,75.64,2.515,33847,13234,0,20613,0.391,0.0,0.609,0.391,0.8274,0.5453,0.5259
scene-1094,55,1,3,direct,36,0.3529,0.3529,0.0,0.7485,0.7485,0.0,188.34,192.08,0.981,44137,0,0,44137,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1094,56,0,3,direct,36,0.3333,0.3243,0.009,0.764,0.7439,0.0202,187.4,70.21,2.669,35334,20853,0,14481,0.5902,0.0,0.4098,0.5902,0.811,0.7917,0.7182
