scene,frame,reset,tier,tier_name,n_gt,fresh_f1,reuse_f1,f1_gap,fresh_miou,reuse_miou,miou_gap,fresh_ms,reuse_ms,speedup,total_voxels,direct_voxels,jacobian_voxels,vfe_voxels,direct_fraction,jacobian_fraction,vfe_fraction,routed_fraction,point_reuse_fraction,mean_coverage,mean_purity
scene-1094,57,0,3,direct,34,0.3881,0.3881,0.0,0.7818,0.7548,0.0271,190.65,76.79,2.483,35281,12320,0,22961,0.3492,0.0,0.6508,0.3492,0.7941,0.5045,0.4836
scene-1094,58,0,3,direct,34,0.3611,0.3824,-0.0212,0.7514,0.737,0.0144,187.25,71.47,2.62,36012,13357,0,22655,0.3709,0.0,0.6291,0.3709,0.7942,0.4996,0.4864
scene-1094,59,0,3,direct,34,0.3881,0.3939,-0.0059,0.7624,0.72,0.0424,191.55,77.37,2.476,35935,13595,0,22340,0.3783,0.0,0.6217,0.3783,0.797,0.4936,0.4862
scene-1094,60,1,3,direct,35,0.411,0.411,0.0,0.6777,0.6777,0.0,187.59,190.67,0.984,48025,0,0,48025,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1094,61,0,3,direct,35,0.4054,0.4054,0.0,0.6904,0.6751,0.0153,191.66,73.83,2.596,37554,20661,0,16893,0.5502,0.0,0.4498,0.5502,0.7916,0.79,0.6951
scene-1094,62,0,3,direct,31,0.4118,0.3582,0.0536,0.7151,0.7136,0.0014,192.66,70.97,2.715,37115,13063,0,24052,0.352,0.0,0.648,0.352,0.7948,0.5103,0.495
scene-1094,63,0,3,direct,31,0.4211,0.4324,-0.0114,0.693,0.7217,-0.0287,193.18,73.67,2.622,38633,14754,0,23879,0.3819,0.0,0.6181,0.3819,0.7852,0.506,0.4994
scene-1094,64,0,3,direct,31,0.4507,0.4384,0.0123,0.7022,0.6661,0.0361,192.09,76.86,2.499,37266,14536,0,22730,0.3901,0.0,0.6099,0.3901,0.7917,0.5371,0.5271
scene-1094,65,1,3,direct,29,0.4839,0.4839,0.0,0.6876,0.6876,0.0,187.77,194.47,0.966,51228,0,0,51228,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1094,66,0,3,direct,29,0.4127,0.4776,-0.0649,0.7114,0.6423,0.069,194.8,80.14,2.431,39738,22561,0,17177,0.5677,0.0,0.4323,0.5677,0.7875,0.7799,0.6967
scene-1094,67,0,3,direct,28,0.4308,0.4,0.0308,0.6625,0.6565,0.0059,187.33,73.07,2.564,38065,12786,0,25279,0.3359,0.0,0.6641,0.3359,0.7835,0.4851,0.4667
scene-1094,68,0,3,direct,28,0.4561,0.4483,0.0079,0.6178,0.6302,-0.0124,190.53,76.68,2.485,36831,15231,0,21600,0.4135,0.0,0.5865,0.4135,0.7775,0.4896,0.4848
scene-1094,69,0,3,direct,28,0.3514,0.4,-0.0486,0.6369,0.6098,0.027,195.4,76.31,2.561,38017,13575,0,24442,0.3571,0.0,0.6429,0.3571,0.7472,0.4703,0.4653
scene-1094,70,1,3,direct,27,0.3871,0.3871,0.0,0.6376,0.6376,0.0,189.63,188.05,1.008,48062,0,0,48062,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1094,71,0,3,direct,27,0.4333,0.4058,0.0275,0.6393,0.5889,0.0504,189.18,72.34,2.615,37285,22603,0,14682,0.6062,0.0,0.3938,0.6062,0.7285,0.7141,0.6773
scene-1094,72,0,3,direct,27,0.4308,0.4308,0.0,0.6839,0.6916,-0.0077,191.22,76.89,2.487,37158,11372,0,25786,0.306,0.0,0.694,0.306,0.73,0.4222,0.412
scene-1094,73,0,3,direct,27,0.4516,0.4762,-0.0246,0.6769,0.5932,0.0837,195.03,78.57,2.482,37033,11348,0,25685,0.3064,0.0,0.6936,0.3064,0.7276,0.4065,0.4015
scene-1094,74,0,3,direct,27,0.4918,0.4746,0.0172,0.5951,0.584,0.0111,189.38,71.86,2.636,38876,12059,0,26817,0.3102,0.0,0.6898,0.3102,0.7195,0.4316,0.4252
scene-1094,75,1,3,direct,26,0.4068,0.4068,0.0,0.672,0.672,0.0,194.22,194.97,0.996,49540,0,0,49540,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1094,76,0,3,direct,26,0.4138,0.4,0.0138,0.6564,0.648,0.0084,195.98,78.64,2.492,37498,20620,0,16878,0.5499,0.0,0.4501,0.5499,0.7218,0.7231,0.6594
scene-1094,77,0,3,direct,22,0.4231,0.3774,0.0457,0.6834,0.6594,0.024,197.61,78.8,2.508,37810,10844,0,26966,0.2868,0.0,0.7132,0.2868,0.7202,0.3838,0.3833
scene-1094,78,0,3,direct,22,0.4314,0.3673,0.064,0.6464,0.6398,0.0065,193.3,74.31,2.601,38014,10509,0,27505,0.2765,0.0,0.7235,0.2765,0.7282,0.3908,0.3858
scene-1094,79,0,3,direct,22,0.449,0.3846,0.0644,0.6999,0.6751,0.0248,192.7,72.93,2.642,39837,12069,0,27768,0.303,0.0,0.697,0.303,0.7097,0.3892,0.3914
scene-1094,80,1,3,direct,23,0.4082,0.4082,0.0,0.6468,0.6468,0.0,195.29,192.54,1.014,52477,0,0,52477,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1094,81,0,3,direct,23,0.3509,0.2712,0.0797,0.644,0.6184,0.0257,188.34,71.11,2.648,39541,20790,0,18751,0.5258,0.0,0.4742,0.5258,0.7193,0.7281,0.6466
scene-1094,82,0,3,direct,19,0.45,0.439,0.011,0.6969,0.6668,0.0301,193.73,73.98,2.619,39305,12354,0,26951,0.3143,0.0,0.6857,0.3143,0.7238,0.4072,0.4102
scene-1094,83,0,3,direct,19,0.4103,0.35,0.0603,0.709,0.638,0.0711,188.71,71.58,2.636,39181,13241,0,25940,0.3379,0.0,0.6621,0.3379,0.7402,0.3994,0.401
scene-1094,84,0,3,direct,19,0.3462,0.375,-0.0288,0.6391,0.5643,0.0749,192.28,72.24,2.662,39699,12374,0,27325,0.3117,0.0,0.6883,0.3117,0.7205,0.4236,0.4195
scene-1094,85,1,3,direct,16,0.3556,0.3556,0.0,0.6157,0.6157,0.0,193.41,191.57,1.01,50624,0,0,50624,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1094,86,0,3,direct,16,0.2927,0.2727,0.02,0.7403,0.6697,0.0705,193.43,77.91,2.483,37828,23671,0,14157,0.6258,0.0,0.3742,0.6258,0.7344,0.7538,0.7091
scene-1094,87,0,3,direct,15,0.4242,0.3429,0.0814,0.6229,0.6136,0.0093,187.53,71.51,2.622,37905,12058,0,25847,0.3181,0.0,0.6819,0.3181,0.7236,0.4216,0.4164
scene-1094,88,0,3,direct,15,0.4,0.4,0.0,0.6419,0.5784,0.0635,189.28,77.13,2.454,38229,13900,0,24329,0.3636,0.0,0.6364,0.3636,0.7274,0.437,0.4389
scene-1094,89,0,3,direct,15,0.3125,0.2353,0.0772,0.6359,0.7027,-0.0668,190.42,76.01,2.505,37722,12037,0,25685,0.3191,0.0,0.6809,0.3191,0.7277,0.433,0.4249
scene-1094,90,1,3,direct,16,0.1667,0.1667,0.0,0.6014,0.6014,0.0,181.18,188.89,0.959,50859,0,0,50859,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1094,91,0,3,direct,16,0.2941,0.2778,0.0163,0.7043,0.6861,0.0182,186.52,73.08,2.552,38926,23942,0,14984,0.6151,0.0,0.3849,0.6151,0.7221,0.7396,0.6946
scene-1094,92,0,3,direct,15,0.2439,0.1395,0.1044,0.6623,0.6114,0.0509,192.89,75.27,2.562,38298,12720,0,25578,0.3321,0.0,0.6679,0.3321,0.7272,0.4256,0.4242
scene-1094,93,0,3,direct,15,0.1818,0.1739,0.0079,0.7397,0.6132,0.1265,190.97,75.39,2.533,38163,12675,0,25488,0.3321,0.0,0.6679,0.3321,0.7171,0.4074,0.4047
scene-1094,94,0,3,direct,15,0.1905,0.1702,0.0203,0.7102,0.6683,0.0419,180.6,75.56,2.39,39362,12512,0,26850,0.3179,0.0,0.6821,0.3179,0.7122,0.3883,0.3901
scene-1094,95,1,3,direct,14,0.1778,0.1778,0.0,0.701,0.701,0.0,190.98,191.16,0.999,51541,0,0,51541,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1094,96,0,3,direct,14,0.2,0.15,0.05,0.6822,0.697,-0.0148,189.99,73.62,2.581,38339,21158,0,17181,0.5519,0.0,0.4481,0.5519,0.7244,0.7581,0.6758
scene-1100,0,1,3,direct,24,0.3929,0.3929,0.0,0.5943,0.5943,0.0,136.93,148.61,0.921,26847,0,0,26847,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1100,1,0,3,direct,24,0.44,0.3103,0.1297,0.6382,0.7099,-0.0717,181.94,75.12,2.422,24375,22558,0,1817,0.9255,0.0,0.0745,0.9255,0.9727,0.9404,0.9365
scene-1100,2,0,3,direct,25,0.3571,0.3913,-0.0342,0.6833,0.6467,0.0366,178.5,66.25,2.694,22183,17566,0,4617,0.7919,0.0,0.2081,0.7919,0.9749,0.8061,0.8057
scene-1100,3,0,3,direct,25,0.3333,0.3137,0.0196,0.7297,0.6136,0.1161,174.44,67.67,2.578,23823,18288,0,5535,0.7677,0.0,0.2323,0.7677,0.9701,0.78,0.7813
scene-1100,4,0,3,direct,25,0.3509,0.3137,0.0372,0.6956,0.7375,-0.042,189.7,77.6,2.445,26337,20106,0,6231,0.7634,0.0,0.2366,0.7634,0.9779,0.7732,0.7738
scene-1100,5,1,3,direct,25,0.2857,0.2857,0.0,0.7032,0.7032,0.0,185.34,184.52,1.004,29251,0,0,29251,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1100,6,0,3,direct,25,0.4348,0.3846,0.0502,0.7387,0.6526,0.0861,189.35,75.89,2.495,22644,20987,0,1657,0.9268,0.0,0.0732,0.9268,0.9859,0.9343,0.9323
scene-1100,7,0,3,direct,24,0.4286,0.3556,0.073,0.7521,0.7,0.0521,178.25,67.43,2.644,18581,14772,0,3809,0.795,0.0,0.205,0.795,0.9843,0.8015,0.8022
scene-1100,8,0,3,direct,24,0.4314,0.381,0.0504,0.6835,0.7166,-0.033,182.8,68.86,2.655,18929,14699,0,4230,0.7765,0.0,0.2235,0.7765,0.9688,0.7843,0.7843
scene-1100,9,0,3,direct,24,0.3846,0.3774,0.0073,0.706,0.6575,0.0485,179.03,67.02,2.671,23000,15341,0,7659,0.667,0.0,0.333,0.667,0.952,0.6726,0.673
scene-1100,10,1,3,direct,24,0.4231,0.4231,0.0,0.6919,0.6919,0.0,185.25,183.92,1.007,27536,0,0,27536,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1100,11,0,3,direct,24,0.3929,0.339,0.0539,0.6763,0.7003,-0.0239,177.34,71.51,2.48,24421,21775,0,2646,0.8917,0.0,0.1083,0.8917,0.9482,0.8982,0.8962
scene-1100,12,0,3,direct,24,0.5,0.4314,0.0686,0.6456,0.6142,0.0314,184.73,77.04,2.398,25813,18862,0,6951,0.7307,0.0,0.2693,0.7307,0.9576,0.7417,0.7465
scene-1100,13,0,3,direct,24,0.4681,0.4,0.0681,0.672,0.6728,-0.0008,177.06,66.23,2.673,24972,18905,0,6067,0.757,0.0,0.243,0.757,0.9618,0.7615,0.7616
scene-1100,14,0,3,direct,24,0.3333,0.3509,-0.0175,0.7044,0.6653,0.0391,185.09,76.3,2.426,23898,18113,0,5785,0.7579,0.0,0.2421,0.7579,0.9711,0.7659,0.7648
scene-1100,15,1,3,direct,24,0.3492,0.3492,0.0,0.6356,0.6356,0.0,179.43,184.88,0.971,27121,0,0,27121,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1100,16,0,3,direct,24,0.3667,0.3929,-0.0262,0.5948,0.6036,-0.0088,184.98,75.96,2.435,25449,22933,0,2516,0.9011,0.0,0.0989,0.9011,0.9794,0.9112,0.9082
scene-1100,17,0,3,direct,25,0.3226,0.3571,-0.0346,0.6268,0.5988,0.028,186.47,74.83,2.492,26732,19474,0,7258,0.7285,0.0,0.2715,0.7285,0.9854,0.7563,0.7595
scene-1100,18,0,3,direct,25,0.3922,0.3636,0.0285,0.6403,0.5568,0.0835,185.97,76.01,2.447,26865,21479,0,5386,0.7995,0.0,0.2005,0.7995,0.986,0.8137,0.8176
scene-1100,19,0,3,direct,25,0.2857,0.24,0.0457,0.6951,0.6223,0.0728,186.15,75.51,2.465,19452,16381,0,3071,0.8421,0.0,0.1579,0.8421,0.9851,0.8465,0.8468
scene-1100,20,1,3,direct,26,0.3333,0.3333,0.0,0.6696,0.6696,0.0,183.0,186.8,0.98,27633,0,0,27633,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1100,21,0,3,direct,26,0.3548,0.303,0.0518,0.6501,0.6076,0.0425,180.55,71.88,2.512,23203,20398,0,2805,0.8791,0.0,0.1209,0.8791,0.9761,0.9237,0.9105
scene-1100,22,0,3,direct,26,0.3934,0.3,0.0934,0.6401,0.5724,0.0676,175.47,69.03,2.542,24075,15170,0,8905,0.6301,0.0,0.3699,0.6301,0.9659,0.76,0.7469
scene-1100,23,0,3,direct,26,0.3692,0.3175,0.0518,0.6439,0.6323,0.0116,175.84,67.12,2.62,24843,12708,0,12135,0.5115,0.0,0.4885,0.5115,0.9688,0.729,0.7054
scene-1100,24,0,3,direct,26,0.4074,0.3279,0.0795,0.6554,0.6359,0.0195,186.83,73.61,2.538,25476,11657,0,13819,0.4576,0.0,0.5424,0.4576,0.9719,0.7087,0.6836
scene-1100,25,1,3,direct,25,0.381,0.381,0.0,0.5915,0.5915,0.0,185.09,187.04,0.99,31409,0,0,31409,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1100,26,0,3,direct,25,0.3462,0.2642,0.082,0.6447,0.5678,0.0769,185.04,77.94,2.374,24805,15906,0,8899,0.6412,0.0,0.3588,0.6412,0.9836,0.9445,0.8429
scene-1100,27,0,3,direct,25,0.2712,0.2353,0.0359,0.7017,0.7028,-0.0011,185.88,77.81,2.389,24424,13926,0,10498,0.5702,0.0,0.4298,0.5702,0.9851,0.7683,0.7381
scene-1100,28,0,3,direct,25,0.2642,0.3265,-0.0624,0.6865,0.6106,0.0759,179.07,70.05,2.556,19033,10256,0,8777,0.5389,0.0,0.4611,0.5389,0.9902,0.6057,0.6058
scene-1100,29,0,3,direct,25,0.2449,0.2692,-0.0243,0.6413,0.5696,0.0718,181.58,74.36,2.442,20305,13590,0,6715,0.6693,0.0,0.3307,0.6693,0.9838,0.7235,0.7245
scene-1100,30,1,3,direct,25,0.3019,0.3019,0.0,0.6683,0.6683,0.0,185.61,187.25,0.991,25187,0,0,25187,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1100,31,0,3,direct,25,0.2593,0.3019,-0.0426,0.6558,0.5016,0.1543,184.64,76.09,2.427,23629,21524,0,2105,0.9109,0.0,0.0891,0.9109,0.9939,0.9651,0.9496
scene-1100,32,0,3,direct,25,0.2979,0.2667,0.0312,0.6194,0.5988,0.0206,185.11,74.9,2.472,20893,16772,0,4121,0.8028,0.0,0.1972,0.8028,0.9914,0.8239,0.8218
scene-1100,33,0,3,direct,25,0.4255,0.4348,-0.0093,0.6561,0.5883,0.0678,185.59,76.4,2.429,22592,17335,0,5257,0.7673,0.0,0.2327,0.7673,0.9892,0.8039,0.8088
scene-1100,34,0,3,direct,25,0.4167,0.4151,0.0016,0.6612,0.5985,0.0627,178.71,68.25,2.618,25020,18534,0,6486,0.7408,0.0,0.2592,0.7408,0.9906,0.7617,0.7598
scene-1100,35,1,3,direct,24,0.3913,0.3913,0.0,0.6591,0.6591,0.0,180.85,189.85,0.953,29003,0,0,29003,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1100,36,0,3,direct,24,0.3774,0.3333,0.044,0.6668,0.6125,0.0543,190.96,77.19,2.474,25752,24150,0,1602,0.9378,0.0,0.0622,0.9378,0.9896,0.9666,0.9587
scene-1100,37,0,3,direct,24,0.3673,0.4091,-0.0417,0.6756,0.6227,0.0529,180.09,68.25,2.639,26155,21238,0,4917,0.812,0.0,0.188,0.812,0.9868,0.8314,0.8288
scene-1100,38,0,3,direct,24,0.4444,0.4878,-0.0434,0.671,0.5777,0.0932,184.14,73.72,2.498,25250,19395,0,5855,0.7681,0.0,0.2319,0.7681,0.988,0.8171,0.8124
scene-1100,39,0,3,direct,24,0.3509,0.3556,-0.0047,0.6753,0.6085,0.0668,187.44,74.36,2.521,23246,15880,0,7366,0.6831,0.0,0.3169,0.6831,0.9877,0.8455,0.8208
scene-1100,40,1,3,direct,23,0.3673,0.3673,0.0,0.656,0.656,0.0,188.29,186.43,1.01,29477,0,0,29477,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1100,41,0,3,direct,23,0.3,0.3529,-0.0529,0.7075,0.6128,0.0947,187.91,77.08,2.438,23782,14340,0,9442,0.603,0.0,0.397,0.603,0.9897,0.9547,0.8506
scene-1100,42,0,3,direct,23,0.381,0.4091,-0.0281,0.6647,0.5908,0.0738,184.93,75.21,2.459,24132,9709,0,14423,0.4023,0.0,0.5977,0.4023,0.9856,0.6765,0.6205
scene-1100,43,0,3,direct,23,0.375,0.3636,0.0114,0.6483,0.65,-0.0017,177.78,66.22,2.685,24496,10450,0,14046,0.4266,0.0,0.5734,0.4266,0.9875,0.6628,0.6234
scene-1100,44,0,3,direct,23,0.3462,0.3182,0.028,0.6435,0.6471,-0.0036,189.23,76.99,2.458,23787,11319,0,12468,0.4758,0.0,0.5242,0.4758,0.9916,0.7295,0.6837
scene-1100,45,1,3,direct,23,0.3333,0.3333,0.0,0.6175,0.6175,0.0,180.7,186.08,0.971,30155,0,0,30155,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1100,46,0,3,direct,23,0.4348,0.35,0.0848,0.5989,0.6206,-0.0216,183.1,70.63,2.593,24725,18522,0,6203,0.7491,0.0,0.2509,0.7491,0.985,0.924,0.8686
scene-1100,47,0,3,direct,23,0.32,0.3529,-0.0329,0.6349,0.5488,0.0861,185.86,78.62,2.364,26580,14791,0,11789,0.5565,0.0,0.4435,0.5565,0.995,0.6504,0.6595
scene-1100,48,0,3,direct,23,0.3404,0.3415,-0.001,0.6203,0.5938,0.0265,179.15,70.28,2.549,24542,17759,0,6783,0.7236,0.0,0.2764,0.7236,0.9951,0.8137,0.8021
scene-1100,49,0,3,direct,23,0.3902,0.3256,0.0647,0.587,0.5325,0.0545,182.6,71.51,2.553,17377,13199,0,4178,0.7596,0.0,0.2404,0.7596,0.9921,0.8352,0.8203
scene-1100,50,1,3,direct,23,0.2979,0.2979,0.0,0.6711,0.6711,0.0,191.93,187.69,1.023,29406,0,0,29406,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1100,51,0,3,direct,23,0.2414,0.3137,-0.0723,0.6385,0.5696,0.0689,176.07,68.61,2.566,24082,14544,0,9538,0.6039,0.0,0.3961,0.6039,0.9922,0.9533,0.8418
scene-1100,52,0,3,direct,23,0.2807,0.3182,-0.0375,0.6189,0.614,0.0049,173.94,69.61,2.499,23995,10070,0,13925,0.4197,0.0,0.5803,0.4197,0.9931,0.6832,0.6371
scene-1100,53,0,3,direct,23,0.3077,0.3182,-0.0105,0.6381,0.5675,0.0706,186.62,76.99,2.424,22534,10795,0,11739,0.4791,0.0,0.5209,0.4791,0.9911,0.7018,0.6649
scene-1100,54,0,3,direct,23,0.2642,0.2917,-0.0275,0.6061,0.5567,0.0493,187.26,79.57,2.353,23649,8726,0,14923,0.369,0.0,0.631,0.369,0.9684,0.522,0.521
scene-1100,55,1,3,direct,23,0.2979,0.2979,0.0,0.6906,0.6906,0.0,188.88,185.4,1.019,36182,0,0,36182,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1100,56,0,3,direct,23,0.2623,0.2545,0.0077,0.6422,0.5745,0.0678,188.94,76.3,2.476,24501,15241,0,9260,0.6221,0.0,0.3779,0.6221,0.9658,0.8139,0.7446
scene-1100,57,0,3,direct,24,0.3396,0.3077,0.0319,0.6143,0.5183,0.096,189.89,77.3,2.457,23326,7400,0,15926,0.3172,0.0,0.6828,0.3172,0.9769,0.4173,0.4339
scene-1100,58,0,3,direct,24,0.2909,0.2909,0.0,0.6453,0.5359,0.1094,187.02,75.8,2.467,23330,7068,0,16262,0.303,0.0,0.697,0.303,0.9813,0.423,0.4405
scene-1100,59,0,3,direct,24,0.3077,0.25,0.0577,0.5656,0.5489,0.0167,186.28,73.32,2.541,22765,7602,0,15163,0.3339,0.0,0.6661,0.3339,0.9895,0.4487,0.4735
scene-1100,60,1,3,direct,24,0.24,0.24,0.0,0.6337,0.6337,0.0,182.36,183.95,0.991,32801,0,0,32801,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1100,61,0,3,direct,24,0.2143,0.24,-0.0257,0.7006,0.5926,0.1081,186.04,78.65,2.366,25411,19101,0,6310,0.7517,0.0,0.2483,0.7517,0.9729,0.8749,0.8348
scene-1100,62,0,3,direct,24,0.2264,0.2128,0.0136,0.7285,0.7646,-0.0361,185.49,77.32,2.399,26491,14173,0,12318,0.535,0.0,0.465,0.535,0.9966,0.5807,0.5879
scene-1100,63,0,3,direct,24,0.2069,0.2308,-0.0239,0.7007,0.6481,0.0526,175.59,70.14,2.504,23703,17348,0,6355,0.7319,0.0,0.2681,0.7319,0.9949,0.8678,0.8418
scene-1100,64,0,3,direct,24,0.2857,0.3043,-0.0186,0.6971,0.6287,0.0685,186.06,76.36,2.437,21680,16166,0,5514,0.7457,0.0,0.2543,0.7457,0.9909,0.8321,0.8163
scene-1100,65,1,3,direct,23,0.3019,0.3019,0.0,0.6709,0.6709,0.0,181.86,187.74,0.969,27396,0,0,27396,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1100,66,0,3,direct,23,0.2979,0.3111,-0.0132,0.7387,0.6571,0.0816,177.24,66.72,2.656,22476,19382,0,3094,0.8623,0.0,0.1377,0.8623,0.9931,0.9655,0.9368
scene-1100,67,0,3,direct,24,0.2857,0.3182,-0.0325,0.6278,0.595,0.0328,185.79,75.19,2.471,23846,17570,0,6276,0.7368,0.0,0.2632,0.7368,0.9922,0.8098,0.7992
scene-1100,68,0,3,direct,24,0.3077,0.3019,0.0058,0.5985,0.568,0.0305,176.55,67.95,2.598,23892,17802,0,6090,0.7451,0.0,0.2549,0.7451,0.9965,0.7829,0.7804
scene-1100,69,0,3,direct,24,0.2295,0.2857,-0.0562,0.6352,0.5963,0.0389,180.95,67.95,2.663,24429,18865,0,5564,0.7722,0.0,0.2278,0.7722,0.992,0.8309,0.8268
scene-1100,70,1,3,direct,25,0.2609,0.2609,0.0,0.7136,0.7136,0.0,180.37,185.26,0.974,28818,0,0,28818,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1100,71,0,3,direct,25,0.2308,0.3111,-0.0803,0.6944,0.599,0.0954,183.15,69.87,2.621,25070,23599,0,1471,0.9413,0.0,0.0587,0.9413,0.9919,0.9694,0.9614
scene-1100,72,0,3,direct,25,0.2449,0.2727,-0.0278,0.6973,0.69,0.0073,178.24,65.69,2.713,25235,20461,0,4774,0.8108,0.0,0.1892,0.8108,0.9889,0.8331,0.8312
scene-1100,73,0,3,direct,25,0.2449,0.2553,-0.0104,0.7073,0.7,0.0073,177.16,68.83,2.574,27106,21038,0,6068,0.7761,0.0,0.2239,0.7761,0.9881,0.8047,0.8058
scene-1100,74,0,3,direct,25,0.2182,0.2609,-0.0427,0.6718,0.6708,0.001,183.52,75.55,2.429,26246,21957,0,4289,0.8366,0.0,0.1634,0.8366,0.993,0.8645,0.8607
scene-1100,75,1,3,direct,24,0.2264,0.2264,0.0,0.7058,0.7058,0.0,184.03,182.48,1.009,27588,0,0,27588,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1100,76,0,3,direct,24,0.2373,0.24,-0.0027,0.6752,0.6822,-0.007,183.81,78.49,2.342,22395,21087,0,1308,0.9416,0.0,0.0584,0.9416,0.9897,0.9481,0.9462
scene-1100,77,0,3,direct,24,0.2692,0.381,-0.1117,0.6597,0.5862,0.0735,187.77,76.18,2.465,24431,19110,0,5321,0.7822,0.0,0.2178,0.7822,0.9937,0.7887,0.789
scene-1100,78,0,3,direct,24,0.2692,0.2745,-0.0053,0.6438,0.6272,0.0166,178.89,67.68,2.643,24693,20746,0,3947,0.8402,0.0,0.1598,0.8402,0.9972,0.85,0.85
scene-1100,79,0,3,direct,24,0.28,0.3043,-0.0243,0.6856,0.6548,0.0308,180.57,67.68,2.668,25472,21150,0,4322,0.8303,0.0,0.1697,0.8303,0.9954,0.8408,0.8436
scene-1100,80,1,3,direct,25,0.2745,0.2745,0.0,0.6289,0.6289,0.0,186.05,189.91,0.98,25643,0,0,25643,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1100,81,0,3,direct,25,0.2745,0.2745,0.0,0.6103,0.6482,-0.038,187.85,81.1,2.316,23362,22006,0,1356,0.942,0.0,0.058,0.942,0.9921,0.9582,0.9532
scene-1100,82,0,3,direct,24,0.25,0.3043,-0.0543,0.7735,0.6641,0.1094,181.67,72.97,2.49,25275,19499,0,5776,0.7715,0.0,0.2285,0.7715,0.9956,0.7874,0.7877
scene-1100,83,0,3,direct,24,0.2791,0.2439,0.0352,0.694,0.7258,-0.0318,184.55,75.59,2.441,17597,16026,0,1571,0.9107,0.0,0.0893,0.9107,0.9962,0.914,0.9134
scene-1100,84,0,3,direct,24,0.25,0.2979,-0.0479,0.6531,0.616,0.0371,180.64,68.78,2.626,20304,15763,0,4541,0.7763,0.0,0.2237,0.7763,0.9811,0.7839,0.7849
scene-1100,85,1,3,direct,23,0.2692,0.2692,0.0,0.6477,0.6477,0.0,175.35,187.58,0.935,27960,0,0,27960,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1100,86,0,3,direct,23,0.24,0.2609,-0.0209,0.6553,0.6914,-0.0361,179.19,70.41,2.545,25856,24762,0,1094,0.9577,0.0,0.0423,0.9577,0.9949,0.9734,0.9681
scene-1100,87,0,3,direct,22,0.3111,0.2979,0.0132,0.6767,0.6764,0.0004,176.3,64.18,2.747,25451,21110,0,4341,0.8294,0.0,0.1706,0.8294,0.9955,0.8366,0.838
scene-1100,88,0,3,direct,22,0.2545,0.2917,-0.0371,0.6919,0.6602,0.0318,177.95,67.88,2.621,25844,21480,0,4364,0.8311,0.0,0.1689,0.8311,0.9936,0.844,0.8473
scene-1100,89,0,3,direct,22,0.2692,0.2745,-0.0053,0.701,0.6698,0.0312,181.68,74.28,2.446,25182,20706,0,4476,0.8223,0.0,0.1777,0.8223,0.9921,0.8409,0.8384
scene-1100,90,1,3,direct,22,0.32,0.32,0.0,0.6291,0.6291,0.0,177.36,181.44,0.977,28852,0,0,28852,0.0,0.0,1.0,0.0,0.0,0.0,0.0
scene-1100,91,0,3,direct,22,0.32,0.2745,0.0455,0.6276,0.7041,-0.0765,189.3,78.03,2.426,26092,24351,0,1741,0.9333,0.0,0.0667,0.9333,0.9803,0.954,0.9466
scene-1100,92,0,3,direct,22,0.3214,0.3077,0.0137,0.6193,0.6242,-0.0049,186.82,75.05,2.489,23370,19158,0,4212,0.8198,0.0,0.1802,0.8198,0.9688,0.8254,0.8264
scene-1100,93,0,3,direct,22,0.2414,0.3137,-0.0723,0.6782,0.6062,0.0721,185.38,74.53,2.487,24771,19194,0,5577,0.7749,0.0,0.2251,0.7749,0.9641,0.7904,0.7936
scene-1100,94,0,3,direct,22,0.2545,0.3182,-0.0636,0.7543,0.7245,0.0297,180.28,66.88,2.696,25809,19317,0,6492,0.7485,0.0,0.2515,0.7485,0.9708,0.7608,0.7612
scene-1100,95,1,3,direct,21,0.2745,0.2745,0.0,0.6996,0.6996,0.0,185.56,192.08,0.966,29165,0,0,29165,0.0,0.0,1.0,0.0,0.0,0.0,0.0
