max_ia_risk,max_copy_risk,min_speedup,t_l,t_h,speedup,ia_risk,copy_risk,delta_miou_ia,delta_accuracy_ia,delta_miou_copy,delta_accuracy_copy
0.1,0.1,,0.79,0.81,1.1744844561669237,0.09158984085225129,0.017264648731141752,0.016407317073170734,0.01398048780487805,-0.0007251626898047711,-0.0016258134490238602
0.1,0.15,,0.79,0.81,1.1744844561669237,0.09158984085225129,0.017264648731141752,0.016407317073170734,0.01398048780487805,-0.0007251626898047711,-0.0016258134490238602
0.1,0.2,,0.79,0.81,1.1744844561669237,0.09158984085225129,0.017264648731141752,0.016407317073170734,0.01398048780487805,-0.0007251626898047711,-0.0016258134490238602
0.1,0.25,,0.79,0.81,1.1744844561669237,0.09158984085225129,0.017264648731141752,0.016407317073170734,0.01398048780487805,-0.0007251626898047711,-0.0016258134490238602
0.1,0.3,,0.79,0.81,1.1744844561669237,0.09158984085225129,0.017264648731141752,0.016407317073170734,0.01398048780487805,-0.0007251626898047711,-0.0016258134490238602
0.1,0.35,,0.79,0.81,1.1744844561669237,0.09158984085225129,0.017264648731141752,0.016407317073170734,0.01398048780487805,-0.0007251626898047711,-0.0016258134490238602
0.1,0.4,,0.79,0.81,1.1744844561669237,0.09158984085225129,0.017264648731141752,0.016407317073170734,0.01398048780487805,-0.0007251626898047711,-0.0016258134490238602
0.1,0.45,,0.79,0.81,1.1744844561669237,0.09158984085225129,0.017264648731141752,0.016407317073170734,0.01398048780487805,-0.0007251626898047711,-0.0016258134490238602
0.1,0.5,,0.79,0.81,1.1744844561669237,0.09158984085225129,0.017264648731141752,0.016407317073170734,0.01398048780487805,-0.0007251626898047711,-0.0016258134490238602
0.1,0.55,,0.79,0.81,1.1744844561669237,0.09158984085225129,0.017264648731141752,0.016407317073170734,0.01398048780487805,-0.0007251626898047711,-0.0016258134490238602
0.1,0.6,,0.79,0.81,1.1744844561669237,0.09158984085225129,0.017264648731141752,0.016407317073170734,0.01398048780487805,-0.0007251626898047711,-0.0016258134490238602
0.1,0.65,,0.79,0.81,1.1744844561669237,0.09158984085225129,0.017264648731141752,0.016407317073170734,0.01398048780487805,-0.0007251626898047711,-0.0016258134490238602
0.1,0.7,,0.79,0.81,1.1744844561669237,0.09158984085225129,0.017264648731141752,0.016407317073170734,0.01398048780487805,-0.0007251626898047711,-0.0016258134490238602
0.1,0.75,,0.79,0.81,1.1744844561669237,0.09158984085225129,0.017264648731141752,0.016407317073170734,0.01398048780487805,-0.0007251626898047711,-0.0016258134490238602
