t_l,t_h,speedup,ia_risk,copy_risk,delta_miou_ia,delta_accuracy_ia,delta_miou_copy,delta_accuracy_copy,valid
0.31,0.43,20.645358553535374,0.5358411166387221,0.029582412130998728,0.06193333333333334,-0.034333333333333334,-2.8185328185328226e-05,0.00013593307593307594,False
0.31,0.44,20.533266881382012,0.4376586748096509,0.02960523121531125,0.053725,-0.026375,-2.946934569809381e-05,0.00013554868624420405,False
0.31,0.45,20.45921287142934,0.36904265551980675,0.029620463505811,0.029959999999999997,-0.00658,-3.4845360824742293e-05,0.0001301030927835052,False
0.31,0.67,11.665870701556955,0.3206948659561841,0.02889184641467196,0.03316904761904762,0.04368214285714286,-0.00023298671288272697,0.00011395147313691512,False
0.31,0.68,11.009307175225743,0.31387256304045796,0.028757001592487782,0.03388709677419355,0.042605376344086024,-0.0002832549941245597,0.00022264982373678045,False
0.31,0.69,10.558504298928797,0.31553291589270854,0.02849800513234017,0.031166990291262135,0.04409514563106796,-0.00018776785714285754,0.00019065476190476208,False
0.31,0.73,8.677020236477869,0.3144198327587154,0.02582626989127564,0.026625657894736837,0.04745197368421052,-0.00031138471378317915,0.00027198592900543663,False
0.31,0.74,8.242081377613221,0.33277641175906364,0.024650027991645045,0.027812048192771083,0.04952228915662651,-0.00011157619359058237,0.0002562459123610205,False
0.31,0.75,7.773379724537986,0.33301597771032526,0.023524314367617337,0.02766043956043956,0.05067087912087913,-3.290756302521055e-05,0.0003136134453781516,False
0.31,0.76,7.2936489447797515,0.32831869233380656,0.022804888768880722,0.027872139303482583,0.05288905472636816,6.67940257033689e-05,0.0002232025008683574,False
0.31,0.77,6.824236787778507,0.31082284414967964,0.022510353820189913,0.02886457399103139,0.05162466367713004,8.008658008657974e-05,0.0005316378066378068,False
0.31,0.78,6.3612649699784924,0.304841337411093,0.021073751583391625,0.02858888888888889,0.05185753968253968,5.775179177668784e-05,0.0004005658242172766,False
0.31,0.79,5.935305621926874,0.3116818203406996,0.020842137955751936,0.030847653429602884,0.05375631768953068,0.00017086801426872733,0.0003640110978993264,False
0.31,0.8,5.500779507112949,0.3026501211646304,0.020318005330988424,0.029196369636963693,0.052462376237623766,0.0005430860033726811,0.0005366357504215855,False
