max_ia_risk,max_copy_risk,min_speedup,t_l,t_h,speedup,ia_risk,copy_risk,delta_miou_ia,delta_accuracy_ia,delta_miou_copy,delta_accuracy_copy
0.2,0.1,,0.69,0.71,5.347110829601966,0.16558937371921467,0.027059648153566658,0.018995454545454548,0.045659090909090906,-0.00016716738197424932,0.0002527896995708154
0.2,0.1,2.0,0.69,0.71,5.347110829601966,0.16558937371921467,0.027059648153566658,0.018995454545454548,0.045659090909090906,-0.00016716738197424932,0.0002527896995708154
0.2,0.1,4.0,0.69,0.71,5.347110829601966,0.16558937371921467,0.027059648153566658,0.018995454545454548,0.045659090909090906,-0.00016716738197424932,0.0002527896995708154
0.2,0.15,,0.69,0.71,5.347110829601966,0.16558937371921467,0.027059648153566658,0.018995454545454548,0.045659090909090906,-0.00016716738197424932,0.0002527896995708154
0.2,0.15,2.0,0.69,0.71,5.347110829601966,0.16558937371921467,0.027059648153566658,0.018995454545454548,0.045659090909090906,-0.00016716738197424932,0.0002527896995708154
0.2,0.15,4.0,0.69,0.71,5.347110829601966,0.16558937371921467,0.027059648153566658,0.018995454545454548,0.045659090909090906,-0.00016716738197424932,0.0002527896995708154
0.2,0.2,,0.69,0.71,5.347110829601966,0.16558937371921467,0.027059648153566658,0.018995454545454548,0.045659090909090906,-0.00016716738197424932,0.0002527896995708154
0.2,0.2,2.0,0.69,0.71,5.347110829601966,0.16558937371921467,0.027059648153566658,0.018995454545454548,0.045659090909090906,-0.00016716738197424932,0.0002527896995708154
0.2,0.2,4.0,0.69,0.71,5.347110829601966,0.16558937371921467,0.027059648153566658,0.018995454545454548,0.045659090909090906,-0.00016716738197424932,0.0002527896995708154
0.2,0.25,,0.69,0.71,5.347110829601966,0.16558937371921467,0.027059648153566658,0.018995454545454548,0.045659090909090906,-0.00016716738197424932,0.0002527896995708154
0.2,0.25,2.0,0.69,0.71,5.347110829601966,0.16558937371921467,0.027059648153566658,0.018995454545454548,0.045659090909090906,-0.00016716738197424932,0.0002527896995708154
